Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color	correct_response
1		gridBlockStartProc	57	1	1	1	1	0	0	0	0	0	0	0	0
1		gridSequenceStartProc	57	3	1	1	1	1	0.4681818181818182	0	0	0	0	0	0
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	1	0.36855002930301994	1	6
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	2	0.566542937860401	2	6
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	3	0.5153140794868013	2	6
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	4	0.4728200948851532	2	4
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	5	0.42128422619430816	2	4
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	6	0.39513924755816177	1	6
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	7	0.5459170847817085	2	6
1		gridTrialProc	57	5	1	1	1	1	0.4681818181818182	0	0	8	0.5108482486150799	2	6
1		gridSequenceEndProc	57	4	1	1	1	1	0.4681818181818182	-0.02208431213294393	-0.02208431213294393	0	0	0	0
1		gridSequenceStartProc	57	3	1	1	1	2	0.3590909090909091	0	0	0	0	0	0
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	1	0.4257522659782854	1	6
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	2	0.3463854558092601	2	4
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	3	0.40340758161642837	2	4
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	4	0.332940357736578	2	4
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	5	0.2587086462075282	1	6
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	6	0.4435108407637155	2	4
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	7	0.25625951649942963	2	4
1		gridTrialProc	57	5	1	1	1	2	0.3590909090909091	0	0	8	0.3772738565374556	2	4
1		gridSequenceEndProc	57	4	1	1	1	2	0.3590909090909091	0.3905803679793245	0.18424802792319028	0	0	0	0
1		gridSequenceStartProc	57	3	1	1	1	3	0.42454545454545456	0	0	0	0	0	0
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	1	0.45540993082469994	2	4
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	2	0.34567988935276994	1	6
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	3	0.4062702446723523	1	6
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	4	0.3560810881686189	2	4
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	5	0.4626954349181382	1	6
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	6	0.4940799710521343	2	4
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	7	0.3568947290329419	2	4
1		gridTrialProc	57	5	1	1	1	3	0.42454545454545456	0	0	8	0.4031178749833725	1	6
