7.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.000000	3.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	1.000000	0.381197	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	2.000000	0.319020	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	3.000000	0.283927	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	4.000000	0.503131	2.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	5.000000	0.303220	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	6.000000	0.482288	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	7.000000	0.270818	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	8.000000	0.240559	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	9.000000	0.141346	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.000000	0.000000	10.000000	0.341174	2.000000	1.000000
7.000000	4.000000	1.000000	1.000000	0.000000	1.000000	0.324483	0.312415	0.281174	0.000000	0.000000	0.000000	0.000000
7.000000	3.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	1.000000	0.331082	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	2.000000	0.485073	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	3.000000	0.462535	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	4.000000	0.334273	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	5.000000	0.403940	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	6.000000	0.426591	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	7.000000	0.482497	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	8.000000	0.576297	1.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	9.000000	0.544714	1.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.456897	0.000000	0.000000	10.000000	0.489808	1.000000	2.000000
7.000000	4.000000	1.000000	1.000000	0.000000	2.000000	0.456897	-0.791667	-0.687092	0.000000	0.000000	0.000000	0.000000
7.000000	3.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	1.000000	0.274452	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	2.000000	0.370533	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	3.000000	0.352347	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	4.000000	0.429255	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	5.000000	0.318905	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	6.000000	0.461153	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	7.000000	0.414989	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	8.000000	0.487157	1.000000	2.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	9.000000	0.377472	2.000000	1.000000
7.000000	5.000000	1.000000	1.000000	0.000000	3.000000	0.382414	0.000000	0.000000	10.000000	0.465802	2.000000	1.000000
7.000000	4.000000	1.000000	1.000000	0.000000	3.000000	0.382414	-0.368968	-0.307094	0.000000	0.000000	0.000000	0.000000
7.000000	3.000000	1.000000	1.000000	0.000000	4.000000	0.316207	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.000000	5.000000	1.000000	1.000000	0.000000	4.000000	0.316207	0.000000	0.000000	1.000000	0.369860	1.000000	2.000000
