Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color	correct_response
1		gridSequenceStartProc	1016	3	1	1	0	1	0.36250000000000004	0	0	0	0	0	0
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	1	0.3921058466897053	1	4
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	2	0.46214868634857453	1	4
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	3	0.2815311918206669	1	4
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	4	0.42555324726055677	1	4
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	5	0.47565638772221575	1	4
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	6	0.4013775200826529	1	4
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	7	0.3758521347922107	2	6
1		gridTrialProc	1016	5	1	1	0	1	0.36250000000000004	0	0	8	0.2024126158354271	1	4
1		gridSequenceEndProc	1016	4	1	1	0	1	0.36250000000000004	0.2029731875879564	0.2029731875879564	0	0	0	0
1		gridSequenceStartProc	1016	3	1	1	0	2	0.25	0	0	0	0	0	0
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	1	0.10900235774481631	2	6
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	2	0.20830957460661387	2	6
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	3	0.3477690331024535	2	6
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	4	0.3020420188086179	2	6
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	5	0.16293355997575845	1	4
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	6	0.3644484336165712	2	6
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	7	0.17158893418501564	1	4
1		gridTrialProc	1016	5	1	1	0	2	0.25	0	0	8	0.30591164430652895	2	6
1		gridSequenceEndProc	1016	4	1	1	0	2	0.25	0.46794418280664835	0.3354586851973024	0	0	0	0
1		gridSequenceStartProc	1016	3	1	1	0	3	0.4	0	0	0	0	0	0
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	1	0.4428990984191135	1	4
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	2	0.5809147344462362	1	6
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	3	0.4422864427162842	2	6
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	4	0.28516062727463953	2	6
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	5	0.31495413089858765	2	6
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	6	0.3803703403165671	1	4
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	7	0.42315934771713637	2	6
1		gridTrialProc	1016	5	1	1	0	3	0.4	0	0	8	0.2944679053418008	2	6
1		gridSequenceEndProc	1016	4	1	1	0	3	0.4	0.1962765990544842	0.28906465648302965	0	0	0	0
1		gridSequenceStartProc	1016	3	1	1	0	4	0.2875	0	0	0	0	0	0
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	1	0.2932610893934949	1	4
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	2	0.3783873949206442	1	4
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	3	0.1579104746127007	2	6
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	4	0.3000736383098743	1	4
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	5	0.36048754073428224	2	6
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	6	0.182289467015949	1	4
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	7	0.30163904826104854	1	4
1		gridTrialProc	1016	5	1	1	0	4	0.2875	0	0	8	0.3002313525555397	2	6
1		gridSequenceEndProc	1016	4	1	1	0	4	0.2875	0.30569754262393917	0.293222878018257	0	0	0	0
1		gridSequenceStartProc	1016	3	1	1	0	5	0.325	0	0	0	0	0	0
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	1	0.37605471802976764	1	4
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	2	0.25897046880780256	2	6
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	3	0.30469794927846705	1	4
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	4	0.3378993383936989	1	4
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	5	0.3792651503615895	2	6
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	6	0.31077459929188644	1	4
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	7	0.43296019230558996	2	6
1		gridTrialProc	1016	5	1	1	0	5	0.325	0	0	8	0.34184765820103197	1	4
1		gridSequenceEndProc	1016	4	1	1	0	5	0.325	0.23065462921913737	[0.28070923]	0	0	0	0
