Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color	correct_response
1		gridBlockStartProc	53	1	1	1	1	0	0	0	0	0	0	0	0
1		gridSequenceStartProc	53	3	1	1	1	1	0.3372727272727273	0	0	0	0	0	0
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	1	0.26745860515762315	2	4
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	2	0.4722745506203101	2	4
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	3	0.27111277315098636	1	6
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	4	0.4115046298043284	1	6
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	5	0.3172450125294017	2	4
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	6	0.3653718077819676	2	4
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	7	0.23900665384033665	2	4
1		gridTrialProc	53	5	1	1	1	1	0.3372727272727273	0	0	8	0.3983461704146733	1	6
1		gridSequenceEndProc	53	4	1	1	1	1	0.3372727272727273	0.7476565144166865	0.7476565144166865	0	0	0	0
1		gridSequenceStartProc	53	3	1	1	1	2	0.27181818181818185	0	0	0	0	0	0
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	1	0.35447417190329633	1	6
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	2	0.3228978737151949	1	6
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	3	0.36200208109655335	2	4
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	4	0.2367357518529297	2	4
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	5	0.24576365886177576	1	6
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	6	0.3305019580849991	1	6
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	7	0.3266462128966809	2	4
1		gridTrialProc	53	5	1	1	1	2	0.27181818181818185	0	0	8	0.26714461394096245	1	6
1		gridSequenceEndProc	53	4	1	1	1	2	0.27181818181818185	0.8997829995904594	0.8237197570035729	0	0	0	0
1		gridSequenceStartProc	53	3	1	1	1	3	0.4027272727272727	0	0	0	0	0	0
1		gridTrialProc	53	5	1	1	1	3	0.4027272727272727	0	0	1	0.5389050164493792	2	6
1		gridTrialProc	53	5	1	1	1	3	0.4027272727272727	0	0	2	0.3368676176354044	1	6
