Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color	correct_response
1		gridBlockStartProc	25	1	1	1	1	0	0	0	0	0	0	0	0
1		gridSequenceStartProc	25	3	1	1	1	1	0.27181818181818185	0	0	0	0	0	0
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	1	0.23762586788316276	2	4
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	2	0.21787528324222072	2	4
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	3	0.28219478112153784	1	6
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	4	0.331544178641721	2	4
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	5	0.29581137251186657	1	6
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	6	0.2512897629229147	1	6
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	7	0.3020853706022075	1	6
1		gridTrialProc	25	5	1	1	1	1	0.27181818181818185	0	0	8	0.3274313095598695	2	4
1		gridSequenceEndProc	25	4	1	1	1	1	0.27181818181818185	0.8653886339112937	0.8653886339112937	0	0	0	0
1		gridSequenceStartProc	25	3	1	1	1	2	0.44636363636363635	0	0	0	0	0	0
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	1	0.35238855473836483	2	4
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	2	0.4106103488000308	1	6
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	3	0.3913922226738947	2	4
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	4	0.5374917948432395	1	4
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	5	0.44705885717742816	2	4
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	6	0.4317359723862331	2	4
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	7	0.5299351729795687	2	6
1		gridTrialProc	25	5	1	1	1	2	0.44636363636363635	0	0	8	0.555930377040951	2	6
1		gridSequenceEndProc	25	4	1	1	1	2	0.44636363636363635	0.19236421151078426	0.528876422711039	0	0	0	0
1		gridSequenceStartProc	25	3	1	1	1	3	0.3590909090909091	0	0	0	0	0	0
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	1	0.2898574829424715	1	6
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	2	0.2758102514442412	2	4
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	3	0.2984715474711489	1	6
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	4	0.3420304369570529	1	6
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	5	0.38914119236439837	1	6
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	6	0.4611188779485481	2	4
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	7	0.38012538773174603	1	6
1		gridTrialProc	25	5	1	1	1	3	0.3590909090909091	0	0	8	0.25409879355204834	2	4
1		gridSequenceEndProc	25	4	1	1	1	3	0.3590909090909091	0.5310780568841236	0.5296103007687338	0	0	0	0
1		gridSequenceStartProc	25	3	1	1	1	4	0.4681818181818182	0	0	0	0	0	0
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	1	0.366151980472627	2	4
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	2	0.5988098035790754	2	6
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	3	0.5591278305088634	2	6
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	4	0.5011275795435526	1	4
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	5	0.5522746708562041	1	4
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	6	0.5373332197920163	1	4
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	7	0.41801334436835186	1	6
1		gridTrialProc	25	5	1	1	1	4	0.4681818181818182	0	0	8	0.3771922077923904	2	4
1		gridSequenceEndProc	25	4	1	1	1	4	0.4681818181818182	0.06201356648899797	0.4127111171987999	0	0	0	0
1		gridSequenceStartProc	25	3	1	1	1	5	0.42454545454545456	0	0	0	0	0	0
1		gridTrialProc	25	5	1	1	1	5	0.42454545454545456	0	0	1	0.36536241887261656	1	6
1		gridTrialProc	25	5	1	1	1	5	0.42454545454545456	0	0	2	0.4396836301107787	2	4
1		gridTrialProc	25	5	1	1	1	5	0.42454545454545456	0	0	3	0.19144151363018125	2	4
1		gridTrialProc	25	5	1	1	1	5	0.42454545454545456	0	0	4	0.362385218323376	1	6
1		gridTrialProc	25	5	1	1	1	5	0.42454545454545456	0	0	5	0.371501663273898	1	6
1		gridTrialProc	25	5	1	1	1	5	0.42454545454545456	0	0	6	0.3988347391894354	1	6
