8.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.000000	3.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	0.000000	0.000000
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	1.000000	0.258819
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	2.000000	0.416312
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	3.000000	0.432197
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	4.000000	0.488514
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	5.000000	0.301612
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	6.000000	0.215999
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	7.000000	0.247369
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	8.000000	0.384337
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	9.000000	0.275298
8.000000	5.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.000000	0.000000	10.000000	0.420318
8.000000	4.000000	1.000000	1.000000	0.000000	1.000000	0.332759	0.017987	0.016188	0.000000	0.000000
8.000000	3.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	0.000000	0.000000
8.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	1.000000	0.156383
8.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	2.000000	0.199301
8.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	3.000000	0.237670
8.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	4.000000	0.267551
8.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	5.000000	0.250678
8.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	6.000000	0.380401
8.000000	5.000000	1.000000	1.000000	0.000000	2.000000	0.266552	0.000000	0.000000	7.000000	0.280226
