Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color	correct_response
1		gridBlockStartProc	84	1	1	1	1	0	0	0	0	0	0	0	0
1		gridSequenceStartProc	84	3	1	1	1	1	0.4681818181818182	0	0	0	0	0	0
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	1	0.36488980139561933	1	4
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	2	0.48305912465544865	2	6
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	3	0.4953421267581861	2	6
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	4	0.5524270854839042	1	6
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	5	0.5142590108948576	1	6
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	6	0.5739578648544186	2	4
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	7	0.489137523387328	2	6
1		gridTrialProc	84	5	1	1	1	1	0.4681818181818182	0	0	8	0.3833992523077726	2	6
1		gridSequenceEndProc	84	4	1	1	1	1	0.4681818181818182	-0.09794372487864972	-0.09794372487864972	0	0	0	0
1		gridSequenceStartProc	84	3	1	1	1	2	0.3590909090909091	0	0	0	0	0	0
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	1	0.3289675585088708	1	4
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	2	0.2644276990394647	1	4
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	3	0.48847560922466904	1	4
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	4	0.3449103941356768	2	6
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	5	0.28323434097258315	2	6
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	6	0.3324371616620576	1	4
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	7	0.32180246038781285	2	6
1		gridTrialProc	84	5	1	1	1	2	0.3590909090909091	0	0	8	0.2808594211922856	2	6
1		gridSequenceEndProc	84	4	1	1	1	2	0.3590909090909091	0.5008209336554883	0.2014386043884193	0	0	0	0
1		gridSequenceStartProc	84	3	1	1	1	3	0.29363636363636364	0	0	0	0	0	0
1		gridTrialProc	84	5	1	1	1	3	0.29363636363636364	0	0	1	0.27503988059154266	2	6
1		gridTrialProc	84	5	1	1	1	3	0.29363636363636364	0	0	2	0.1917666430671246	2	6
1		gridTrialProc	84	5	1	1	1	3	0.29363636363636364	0	0	3	0.4549736304559314	2	6
1		gridTrialProc	84	5	1	1	1	3	0.29363636363636364	0	0	4	0.2600248326472857	1	4
1		gridTrialProc	84	5	1	1	1	3	0.29363636363636364	0	0	5	0.37888033331232596	1	4
1		gridTrialProc	84	5	1	1	1	3	0.29363636363636364	0	0	6	0.20235996004749293	2	6
1		gridTrialProc	84	5	1	1	1	3	0.29363636363636364	0	0	7	0.3426719999083094	1	4
