Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color	correct_response
1		gridSequenceStartProc	75	3	1	1	1	1	0.2875	0	0	0	0	0	0
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	1	0.2457579573782902	1	6
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	2	0.3756192284154932	1	6
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	3	0.3132643994376339	1	6
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	4	0.19584782040280563	1	6
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	5	0.21675805590789415	1	6
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	6	0.2453620338025197	1	6
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	7	0.32194318156669377	2	4
1		gridTrialProc	75	5	1	1	1	1	0.2875	0	0	8	0.3454767842120892	1	6
1		gridSequenceEndProc	75	4	1	1	1	1	0.2875	0.7285090155088373	0.7285090155088373	0	0	0	0
1		gridSequenceStartProc	75	3	1	1	1	2	0.325	0	0	0	0	0	0
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	1	0.329893743878506	1	6
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	2	0.39527854697085757	1	6
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	3	0.1333574895517033	2	4
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	4	0.36228019218550944	2	4
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	5	0.36299940945698395	2	4
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	6	0.4766188032231513	2	4
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	7	0.32476449633915105	1	6
1		gridTrialProc	75	5	1	1	1	2	0.325	0	0	8	0.19329354090853437	2	4
1		gridSequenceEndProc	75	4	1	1	1	2	0.325	0.06929293268680525	0.39890097409782127	0	0	0	0
1		gridSequenceStartProc	75	3	1	1	1	3	0.25	0	0	0	0	0	0
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	1	0.21794526157504962	1	6
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	2	0.2343340854001442	1	6
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	3	0.2374165537900663	2	4
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	4	0.22821820826687467	2	4
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	5	0.28490736093362684	1	6
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	6	0.39940521947664065	2	4
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	7	0.1192882138263551	2	4
1		gridTrialProc	75	5	1	1	1	3	0.25	0	0	8	0.27303026853802814	2	4
1		gridSequenceEndProc	75	4	1	1	1	3	0.25	0.776483777289846	0.5247619084951628	0	0	0	0
1		gridSequenceStartProc	75	3	1	1	1	4	0.4	0	0	0	0	0	0
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	1	0.4087216222044129	2	4
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	2	0.3520470731224142	2	4
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	3	0.3440597512739499	1	6
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	4	0.4161821163684014	1	6
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	5	0.3364145798195471	1	6
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	6	0.5146904642904203	2	6
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	7	0.3933936833263714	1	6
1		gridTrialProc	75	5	1	1	1	4	0.4	0	0	8	0.4211678318538198	2	4
1		gridSequenceEndProc	75	4	1	1	1	4	0.4	-0.0765437727544056	0.3744354881827707	0	0	0	0
1		gridSequenceStartProc	75	3	1	1	1	5	0.36250000000000004	0	0	0	0	0	0
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	1	0.3881605210017478	1	6
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	2	0.5219558074929771	1	4
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	3	0.4983048681694506	1	6
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	4	0.3926254007260512	2	4
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	5	0.3566097666541502	1	6
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	6	0.30045064870147054	2	4
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	7	0.2674118156428275	2	4
1		gridTrialProc	75	5	1	1	1	5	0.36250000000000004	0	0	8	0.3941171455701467	1	6
1		gridSequenceEndProc	75	4	1	1	1	5	0.36250000000000004	-0.0015123576535507333	0.29924591901550646	0	0	0	0
