Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color	correct_response
1		gridSequenceStartProc	97	3	1	1	1	1	0.325	0	0	0	0	0	0
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	1	0.2234376569030451	1	6
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	2	0.287221426555225	2	4
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	3	0.3168131316234077	1	6
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	4	0.2855894352731436	2	4
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	5	0.3546488323055682	1	6
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	6	0.37617490399098863	2	4
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	7	0.4628211508225628	2	4
1		gridTrialProc	97	5	1	1	1	1	0.325	0	0	8	0.41962130286867644	1	6
1		gridSequenceEndProc	97	4	1	1	1	1	0.325	0.21264194338998815	0.21264194338998815	0	0	0	0
1		gridSequenceStartProc	97	3	1	1	1	2	0.25	0	0	0	0	0	0
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	1	0.21992621243679844	2	4
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	2	0.24697029988773203	2	4
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	3	0.33917502743212913	1	6
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	4	0.34377995499076985	2	4
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	5	0.24945019083935002	1	6
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	6	0.2324321679744306	2	4
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	7	0.3084623035508136	2	4
1		gridTrialProc	97	5	1	1	1	2	0.25	0	0	8	0.11006827929405427	2	4
1		gridSequenceEndProc	97	4	1	1	1	2	0.25	0.5147148530605861	0.36367839822528714	0	0	0	0
1		gridSequenceStartProc	97	3	1	1	1	3	0.36250000000000004	0	0	0	0	0	0
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	1	0.447179329755222	2	4
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	2	0.21378038454297651	2	4
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	3	0.2554308326714442	1	6
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	4	0.4445766968431267	1	6
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	5	0.3950835335656319	2	4
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	6	0.3764361945716995	2	4
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	7	0.37950487375209985	1	6
1		gridTrialProc	97	5	1	1	1	3	0.36250000000000004	0	0	8	0.216192618182266	1	6
1		gridSequenceEndProc	97	4	1	1	1	3	0.36250000000000004	0.16448207378168583	0.29727962341075337	0	0	0	0
1		gridSequenceStartProc	97	3	1	1	1	4	0.2875	0	0	0	0	0	0
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	1	0.28080210880547035	2	4
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	2	0.2603516010558013	2	4
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	3	0.30039030814871	1	6
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	4	0.2652807739713502	1	6
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	5	0.31396350956232355	1	6
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	6	0.3033978272804531	2	4
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	7	0.33407989798639287	2	4
1		gridTrialProc	97	5	1	1	1	4	0.2875	0	0	8	0.24402351640138803	1	6
1		gridSequenceEndProc	97	4	1	1	1	4	0.2875	0.22470942255019805	0.27913707319561454	0	0	0	0
1		gridSequenceStartProc	97	3	1	1	1	5	0.4	0	0	0	0	0	0
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	1	0.43378748879610796	2	4
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	2	0.35438018308364194	2	4
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	3	0.4502438197159412	2	4
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	4	0.5313233238807631	2	6
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	5	0.4525151698890592	1	6
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	6	0.470440753430171	1	6
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	7	0.5378706915140565	1	4
1		gridTrialProc	97	5	1	1	1	5	0.4	0	0	8	0.5180229725594604	1	4
1		gridSequenceEndProc	97	4	1	1	1	5	0.4	0.1527341352715632	0.25385648561080426	0	0	0	0
